0,7.86,16.74,0.37
0,5.49,14.34,0.37
0,6.41,13.25,0.36
0,5.29,18.79,0.36
0,1.96,21.09,0.35
17.16,7.61,7.76,0.35
0.05,4.32,11.43,0.51
0,3.3,14.02,0.63
0.05,4.8,9.73,0.64
0,2.11,18.28,0.59
0,0.11,13.54,0.52
0,-2.1,17.18,0.46
0,0.83,16.28,0.43
0.01,6.56,8.87,0.41
0,6.63,12.95,0.41
0,3.18,19.18,0.4
0,-0.09,21.09,0.38
0,1.45,16.99,0.37
1.12,5,14.55,0.37
13.37,4.47,1.83,0.38
0.12,4.12,5.7,0.54
0.18,5.18,7.08,0.89
0.01,6.94,13.96,0.96
0,8.78,15.26,0.73
0,10.97,16.74,0.59
0,13.17,13.73,0.52
3.74,12.9,4.59,0.48
0,9.74,19.58,0.55
0,11.18,21.37,0.66
0.14,12.17,9.6,0.61
0.46,9.84,11.76,0.53
33.59,11.85,4.13,0.54
0,1.34,25.47,1.72
0,0.06,17.77,2.76
0,2.15,12.21,2.87
6.39,0.53,7.97,1.93
19.47,3.93,2.06,1.53
0.81,8.45,4.51,1.7
0.93,8.2,12.49,1.88
0.01,8.18,18.5,1.54
28.45,14.13,4,1.84
0.06,-0.64,27.48,3.43
0,-1.96,22.36,3.46
0.06,1.65,15.2,3.13
0.18,6.48,10.41,2.06
15.25,8.96,1.83,1.2
5.46,13.6,1.26,1.08
0.92,14.19,1.22,1.11
1.42,14.06,2.89,1.53
0.01,15.2,15.29,1.6
0,16.09,23.13,1.23
0.02,15.63,12.46,0.95
1.91,14.54,20.21,0.81
0,11.15,34.78,0.73
0,13.13,24.37,0.64
0,14.64,20.82,0.59
0,15.99,22.6,0.55
0,16.48,28.55,0.52
0.79,17.31,26.04,0.5
9.34,14.89,2.51,0.48
0.02,12.21,20.85,0.48
0.02,11.86,18.2,0.52
22.82,15.33,3.96,2.72
0.2,14.16,23.67,8.05
0,10.51,23.85,6.59
0.05,10.97,22.2,7.35
0,10.08,23.16,4.5
0,9.75,23.29,2.28
0,10.61,22.4,1.32
0,12.48,25.2,0.96
0,11.18,18.17,0.81
1.83,12.13,16.92,0.72
0,13.41,23.27,0.66
4.13,14.33,25.59,0.61
0,12.84,38.06,0.59
0,13.09,33.26,0.57
4.01,13.74,32.22,0.56
0,8.15,38.58,0.53
0,10.06,27.59,0.51
18.24,11.6,12.51,0.5
11.33,13.28,14.39,2.26
0,10.36,29.87,3.62
0,10.63,26.35,3.47
0,12.01,22.05,2.56
0,14.19,28.64,1.49
0,15.32,26.12,0.93
0.01,17.31,26.84,0.75
53.87,18.06,15.49,0.76
17.55,19.93,23.78,8.45
1.93,19.48,15.27,10.56
7.3,20.05,26.37,15.9
0,18.15,30.67,18.95
0.73,20.21,20.64,12.46
12.98,22.01,20.14,7.66
0.27,17.06,34.7,3.59
0,14.7,26.86,3.94
0,15.48,26.02,4.32
0.21,17.87,16.3,3.14
0.77,20.9,14.73,1.79
0,21.16,24.86,1.19
0.12,20.51,18.38,0.92
0.35,21.58,15.49,0.78
0.22,21.43,15.13,0.69
0.01,21.98,22.96,0.62
0.01,21.79,27.89,0.58
1.4,21.96,21.95,0.53
0.32,22.51,21.55,0.52
0.04,22.66,23.14,0.49
0.5,22.53,23.11,0.45
3.49,22.22,19.59,0.43
0.05,21.27,17.85,0.41
1.03,21.89,14.48,0.39
11.13,21.45,16.06,0.38
0.34,19.59,27.58,0.39
0.04,20.9,30.58,0.42
0,21.33,29.45,0.39
0,22.16,34.69,0.37
0.06,22.09,26.45,0.34
4.11,22.73,14,0.33
2.59,23.9,20.21,0.33
0,22.19,26.74,0.31
0,19.24,38.68,0.29
0,20,36.5,0.28
0,21.77,29.78,0.28
23.86,19.3,5.77,0.28
0.91,20.46,19.29,0.28
0.07,19.61,20.49,0.28
0.09,19.85,17.37,0.29
2.36,20.58,16.83,0.28
6.46,18.93,24.57,0.28
0,16.6,33.25,0.28
0,18.49,26.71,0.27
0,20.54,32.77,0.27
1.35,21.2,26.05,0.27
0,18.41,35.87,0.28
0.88,19.34,31.1,0.28
0.04,23.36,32.69,0.27
18.41,24.8,29.49,0.27
7.09,22.42,23.25,0.37
0.04,16.65,24.1,0.72
0,18.66,30.93,0.76
0,21.37,31.02,0.6
0,21.86,29.64,0.42
0.01,23.24,27.56,0.34
2.23,23.99,22.64,0.3
22.88,22.07,13.99,0.31
0.01,22.81,25.99,0.33
0,24.7,28.27,0.31
0.02,26.34,29.82,0.28
0.01,26.3,30.68,0.26
2.24,26.2,25.89,0.25
16.23,24.93,16.01,0.23
4.29,24.94,14.92,0.23
3.87,25.45,16.55,0.25
2.32,25.98,16.17,0.62
1.47,25.58,9.61,0.86
6.28,25.81,12.96,0.55
16,24.87,9.04,0.43
1.48,26.14,14.89,0.44
0,27.95,27.65,0.47
1.29,27.32,19.81,0.47
11.53,25.76,10.2,0.34
11.23,26.66,15.4,0.31
0.06,27.14,24.08,0.37
0.06,27.92,30.01,0.42
0.03,27.79,27.2,0.32
0,27.88,30.97,0.28
1.05,26.87,26.42,0.26
0.12,27.81,33.64,0.23
0.75,28.64,32.37,0.22
0.04,29.18,36.05,0.21
0,29.32,38.14,0.2
0.16,29.91,35.43,0.19
2.2,28.86,27.64,0.18
1.53,27.75,22.22,0.19
0.76,27.78,26.37,0.22
3.83,26.94,27.3,0.21
0,26.59,48.16,0.21
0,27.82,44.01,0.19
1.14,26.98,29.38,0.18
0.61,27.16,31.01,0.17
39.06,23.51,4.25,0.2
43.85,21.37,2.75,0.4
0.93,24.07,14.9,0.61
2.59,25.18,15.63,0.66
13.07,24.48,9.47,0.54
4.6,25.76,12.82,0.54
0.17,27.26,21.28,0.49
0.1,28.13,22.92,0.42
0.85,28.55,23.19,0.31
3.02,28.56,24.95,0.26
3.46,27.4,18.65,0.25
0.19,27.99,23.67,0.37
0.06,28.88,25.5,0.33
0.09,29.32,28.45,0.27
0.09,29.9,29.9,0.22
0.01,29.85,31.23,0.2
0.3,29.73,28.83,0.18
0.14,30.26,28.59,0.17
1.56,30.18,27.71,0.17
0.03,30.2,33.35,0.16
0.58,30.75,35.32,0.16
0.05,30.65,39.74,0.15
0.37,30.94,41.08,0.15
6.01,29.81,27.68,0.14
2.41,29.04,27.03,0.14
0.05,29.14,31.32,0.35
0.87,28.84,29.62,0.27
0.55,28.5,26.67,0.23
4.77,28.01,20.34,0.24
0.27,27.66,33.28,0.19
0,27.86,40.93,0.17
0.32,27.88,33.47,0.16
0.67,27.43,27.59,0.15
0.49,27.76,28.24,0.14
0.18,28.66,31.31,0.14
0.12,29.28,31.79,0.14
1.41,29.39,31.58,0.14
13.48,28.26,26.42,0.14
3.72,26.55,24.35,0.17
0,26.97,34.48,0.16
0,27.43,31.26,0.15
0.12,28.46,33.06,0.15
0.47,28.81,33.68,0.14
1.21,28.68,29.37,0.13
0.14,29.22,30.73,0.13
0.18,29.86,31.6,0.13
6.09,29.73,29.83,0.13
7.2,26.87,12.15,0.13
8.62,26.99,15.61,0.12
3.98,25.83,13.51,0.12
2.46,24.96,16.69,0.13
2.13,24.6,17.72,0.13
1.11,24.9,17.35,0.13
0.43,25.95,22.72,0.13
0.03,26.73,27.7,0.13
0,27.4,32.74,0.12
0.01,27.49,37.66,0.12
0.02,27.04,34.53,0.12
0.04,27.13,25.42,0.11
5.05,26.92,20.71,0.11
3.07,26.64,16.45,0.12
3.76,26.36,11.96,0.38
0.39,27.28,26.38,0.32
9.57,25.69,12.76,0.4
5.48,24.95,10.24,0.54
1.57,25.46,14.35,0.55
0,25.81,32.96,1.26
0.02,26.12,27.73,0.95
0.02,26.95,32,0.48
0.38,25.33,24.62,0.33
0,23.52,38.45,0.25
0,23.62,37.68,0.2
0,25.7,38.29,0.18
0,26.72,36.26,0.16
3.31,26.48,23.36,0.15
11.61,24.15,9.95,0.16
15.4,22.83,5.01,0.18
0.74,23.03,22.33,0.17
0,19.95,37.67,0.16
0,16.9,36.52,0.15
0,17.01,29.4,0.14
0,18.83,27.92,0.13
0,20.67,26.56,0.13
0,22.54,29.19,0.13
0,24.99,29.57,0.12
0,23.75,38.66,0.12
0,24.62,33.12,0.12
0,25.17,31.44,0.12
0.03,25.62,30.18,0.12
0.23,25.75,28.49,0.12
0,25.35,42.24,0.11
0,25.79,40.52,0.11
0.01,25.52,29.65,0.11
0,22.94,45.46,0.11
0,18.43,40.51,0.11
0,21.52,36.44,0.11
0,24.54,32.8,0.11
1.83,24.37,17.1,0.11
5.53,18.77,16.44,0.11
12.39,14.61,5.23,0.11
5.85,20.5,7.37,0.14
4.84,22.66,7.8,0.16
2.66,22,10.72,0.15
0.13,20.91,15.84,0.14
0,20.36,27.89,0.14
